country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_vaccinations_per_hundred,people_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
Indonesia,29-03-2021,10707915,7394421,3313494,3.87,2.68,1462,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,30-03-2021,11229846,7729582,3500264,4.06,2.8,1552,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,31-03-2021,11805314,8095717,3709597,4.27,2.93,1612,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,01-04-2021,12200266,8349475,3850791,4.41,3.02,1483,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,02-04-2021,12286155,8418589,3867566,4.45,3.05,1121,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,03-04-2021,12485291,8533422,3951869,4.52,3.09,1071,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,04-04-2021,12643583,8629182,4014401,4.58,3.12,1113,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,05-04-2021,13046407,8838081,4208326,4.72,3.2,1209,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,06-04-2021,13353717,8975366,4378351,4.83,3.25,1098,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,07-04-2021,13735337,9187757,4547580,4.97,3.32,998,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,08-04-2021,13975000,9309809,4665191,5.06,3.37,917,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,09-04-2021,14727509,9784278,4943231,5.33,3.54,1262,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,10-04-2021,15005957,9955433,5050524,5.43,3.6,1303,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,11-04-2021,15145565,10045575,5099990,5.48,3.63,1293,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,12-04-2021,15572530,10261791,5310739,5.63,3.71,1306,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,13-04-2021,15805960,10373963,5431997,5.72,3.75,1268,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,14-04-2021,16046363,10477506,5568857,5.81,3.79,1195,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,15-04-2021,16309777,10596373,5713404,5.9,3.83,1207,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,16-04-2021,16526130,10706184,5819946,5.98,3.87,930,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,17-04-2021,16690960,10801244,5889716,6.04,3.91,871,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,18-04-2021,16739340,10828419,5910921,6.06,3.92,824,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,19-04-2021,17017666,10966934,6050732,6.16,3.97,747,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,20-04-2021,17233178,11101291,6131887,6.24,4.02,738,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,21-04-2021,17591216,11269213,6322003,6.37,4.08,799,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,22-04-2021,17920908,11432711,6488197,6.48,4.14,833,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,23-04-2021,18265027,11587879,6677148,6.61,4.19,899,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,24-04-2021,18484179,11699585,6784594,6.69,4.23,927,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,25-04-2021,18556227,11733923,6822304,6.71,4.25,939,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,26-04-2021,18842883,11844579,6998304,6.82,4.29,943,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,27-04-2021,19159802,11981034,7178768,6.93,4.34,996,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,28-04-2021,19487346,12112888,7374458,7.05,4.38,980,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,29-04-2021,19847136,12280765,7566371,7.18,4.44,996,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,30-04-2021,20015745,12385886,7629859,7.24,4.48,905,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,01-05-2021,20110846,12443263,7667583,7.28,4.5,841,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,02-05-2021,20135649,12457164,7678485,7.29,4.51,816,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,03-05-2021,20372568,12545372,7827196,7.37,4.54,791,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,04-05-2021,20653919,12672864,7981055,7.47,4.59,772,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,05-05-2021,20984828,12832886,8151942,7.59,4.64,774,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,06-05-2021,21313654,12995710,8317944,7.71,4.7,758,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,07-05-2021,21592945,13136686,8456259,7.81,4.75,815,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,08-05-2021,21868276,13284422,8583854,7.91,4.81,908,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,09-05-2021,21975503,13340957,8634546,7.95,4.83,951,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,10-05-2021,22230343,13475087,8755256,8.04,4.88,960,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,11-05-2021,22485737,13615313,8870424,8.14,4.93,947,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,12-05-2021,22586588,13678323,8908265,8.17,4.95,828,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,13-05-2021,22615110,13695553,8919557,8.18,4.96,673,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,14-05-2021,22620824,13699393,8921431,8.19,4.96,531,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,15-05-2021,22675927,13721627,8954300,8.21,4.97,417,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,16-05-2021,22708311,13737596,8970715,8.22,4.97,379,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,17-05-2021,22870037,13803055,9066982,8.28,4.99,331,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,18-05-2021,23199575,13951975,9247600,8.39,5.05,369,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,19-05-2021,23466389,14099754,9366635,8.49,5.1,455,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,20-05-2021,23905335,14369233,9536102,8.65,5.2,667,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,21-05-2021,24317577,14606331,9711246,8.8,5.29,877,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,22-05-2021,24641165,14815666,9825499,8.92,5.36,1016,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,23-05-2021,24762597,14890933,9871664,8.96,5.39,1062,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,24-05-2021,24816571,14919589,9896982,8.98,5.4,1006,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,25-05-2021,25455786,15330306,10125480,9.21,5.55,1166,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,26-05-2021,25760831,15535998,10224833,9.32,5.62,1186,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,27-05-2021,26063579,15703583,10359996,9.43,5.68,1116,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,28-05-2021,26487346,16000947,10486399,9.58,5.79,1122,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,29-05-2021,26758625,16203829,10554796,9.68,5.86,1095,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,30-05-2021,26889189,16304700,10584489,9.73,5.9,1099,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,31-05-2021,27045507,16413672,10631835,9.79,5.94,1152,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,01-06-2021,27308881,16594581,10714300,9.88,6,958,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,02-06-2021,27619247,16766263,10852984,9.99,6.07,961,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,03-06-2021,28027750,17042850,10984900,10.14,6.17,1015,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,04-06-2021,28347058,17291504,11055554,10.26,6.26,961,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,05-06-2021,28702933,17581464,11121469,10.39,6.36,1005,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,06-06-2021,28770360,17643603,11126757,10.41,6.38,972,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,07-06-2021,28972987,17775918,11197069,10.48,6.43,996,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,08-06-2021,29616507,18260482,11356025,10.72,6.61,1193,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,09-06-2021,30155028,18718769,11436259,10.91,6.77,1311,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,10-06-2021,30700350,19211433,11488917,11.11,6.95,1382,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,11-06-2021,31195606,19669968,11525638,11.29,7.12,1472,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,12-06-2021,31603325,20044187,11559138,11.44,7.25,1499,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,13-06-2021,31727380,20158937,11568443,11.48,7.29,1529,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,14-06-2021,32039910,20424048,11615862,11.59,7.39,1585,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,15-06-2021,32603744,20904723,11699021,11.8,7.56,1544,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,16-06-2021,33264392,21448774,11815618,12.04,7.76,1607,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,17-06-2021,33962386,21999256,11963130,12.29,7.96,1686,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,18-06-2021,34551233,22455167,12096066,12.5,8.13,1735,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,19-06-2021,35086248,22873342,12212906,12.7,8.28,1800,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,20-06-2021,35283078,23043372,12239706,12.77,8.34,1838,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,21-06-2021,35586159,23265773,12320386,12.88,8.42,1833,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,22-06-2021,36304801,23789884,12514917,13.14,8.61,1913,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,23-06-2021,36998897,24358856,12640041,13.39,8.81,1930,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,24-06-2021,37699231,24929442,12769789,13.64,9.02,1932,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,25-06-2021,38394659,25482036,12912623,13.89,9.22,1987,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,26-06-2021,39050655,26032131,13018524,14.13,9.42,2049,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,27-06-2021,40224794,27115763,13109031,14.56,9.81,2554,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,28-06-2021,40601932,27419898,13182034,14.69,9.92,2593,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,29-06-2021,41634512,28304774,13329738,15.07,10.24,2755,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,30-06-2021,42744641,29279142,13465499,15.47,10.59,2970,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,01-07-2021,43808549,30184392,13624157,15.85,10.92,3158,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,02-07-2021,44661928,30891821,13770107,16.16,11.18,3240,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,03-07-2021,45495972,31573240,13922732,16.46,11.42,3332,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,04-07-2021,46043309,32063745,13979564,16.66,11.6,3008,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,05-07-2021,46338202,32302268,14035934,16.77,11.69,2965,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,06-07-2021,47444009,33176029,14267980,17.17,12,3003,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,07-07-2021,48483610,34039797,14443813,17.54,12.32,2967,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,08-07-2021,49483188,34860686,14622502,17.91,12.61,2933,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,09-07-2021,50644144,35775567,14868577,18.33,12.95,3092,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,10-07-2021,51162406,36193076,14969330,18.51,13.1,2929,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,11-07-2021,51278367,36267019,15011348,18.55,13.12,2706,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,12-07-2021,51404659,36368191,15036468,18.6,13.16,2619,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,13-07-2021,52105605,36914607,15190998,18.85,13.36,2410,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,14-07-2021,54520987,38909433,15611554,19.73,14.08,3121,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,15-07-2021,55438248,39628149,15810099,20.06,14.34,3078,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,16-07-2021,56169540,40228811,15940729,20.32,14.56,2856,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,17-07-2021,57486482,41268627,16217855,20.8,14.93,3269,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,18-07-2021,57947614,41673464,16274150,20.97,15.08,3447,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,19-07-2021,58495882,42095531,16400351,21.17,15.23,3666,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,20-07-2021,58795963,42344675,16451288,21.27,15.32,3458,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,21-07-2021,59218277,42611602,16606675,21.43,15.42,2428,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,22-07-2021,60051995,43155795,16896200,21.73,15.62,2385,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,23-07-2021,60871399,43717254,17154145,22.03,15.82,2430,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,24-07-2021,61583922,44107926,17475996,22.28,15.96,2118,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,25-07-2021,62376478,44469974,17906504,22.57,16.09,2289,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,26-07-2021,62858198,44728320,18129878,22.74,16.18,2255,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,27-07-2021,63944892,45278549,18666343,23.14,16.38,2662,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,28-07-2021,64838074,45734912,19103162,23.46,16.55,2905,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,29-07-2021,65959164,46289942,19669222,23.87,16.75,3054,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,30-07-2021,66952414,46805993,20146421,24.23,16.94,3143,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,31-07-2021,67761337,47226514,20534823,24.52,17.09,3193,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,01-08-2021,68151247,47478168,20673079,24.66,17.18,2985,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,02-08-2021,68620908,47686483,20934425,24.83,17.26,2979,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,03-08-2021,69543116,48106208,21436908,25.16,17.41,2894,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,04-08-2021,70450631,48485265,21965366,25.49,17.54,2901,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,05-08-2021,71044502,48834123,22210379,25.71,17.67,2629,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,06-08-2021,72282882,49391058,22891824,26.16,17.87,2755,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,07-08-2021,73147087,49801823,23345264,26.47,18.02,2784,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,08-08-2021,74275263,50497940,23777323,26.88,18.27,3166,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,09-08-2021,74842339,50630315,24212024,27.08,18.32,3216,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,10-08-2021,76093131,51195551,24897580,27.53,18.52,3386,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,11-08-2021,77145224,51705924,25439300,27.91,18.71,3461,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,12-08-2021,77639416,51894566,25744850,28.09,18.78,3409,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Indonesia,13-08-2021,80441273,53212350,27228923,29.11,19.25,4217,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
